2023-11-23 00:58:17,LED,Starting LED test
2023-11-23 00:58:27,LED,Starting LED test
2023-11-23 00:58:27,LED,Blue LED turned on
2023-11-23 00:58:27,LED,Green LED turned on
2023-11-23 00:58:28,LED,Blue LED turned off
2023-11-23 00:58:28,LED,Green LED turned off
2023-11-23 00:58:29,LED,Blue LED turned on
2023-11-23 00:58:29,LED,Green LED turned on
2023-11-23 00:58:30,LED,Blue LED turned off
2023-11-23 00:58:30,LED,Green LED turned off
2023-11-23 00:58:31,LED,Blue LED turned on
2023-11-23 00:58:31,LED,Green LED turned on
2023-11-23 00:58:32,LED,Blue LED turned off
2023-11-23 00:58:32,LED,Green LED turned off
2023-11-23 01:06:04,LED,Starting LED test
2023-11-23 01:06:04,LED,Blue LED turned on
2023-11-23 01:06:04,LED,Green LED turned on
2023-11-23 01:06:05,LED,Blue LED turned off
2023-11-23 01:06:05,LED,Green LED turned off
2023-11-23 01:06:06,LED,Blue LED turned on
2023-11-23 01:06:06,LED,Green LED turned on
2023-11-23 01:06:07,LED,Blue LED turned off
2023-11-23 01:06:07,LED,Green LED turned off
2023-11-23 01:06:08,LED,Blue LED turned on
2023-11-23 01:06:08,LED,Green LED turned on
2023-11-23 01:06:09,LED,Blue LED turned off
2023-11-23 01:06:09,LED,Green LED turned off
2023-11-23 01:10:06,LED,Starting LED test
2023-11-23 01:10:06,LED,Blue LED turned on
2023-11-23 01:10:06,LED,Green LED turned on
2023-11-23 01:10:07,LED,Blue LED turned off
2023-11-23 01:10:07,LED,Green LED turned off
2023-11-23 01:10:08,LED,Blue LED turned on
2023-11-23 01:10:08,LED,Green LED turned on
2023-11-23 01:10:09,LED,Blue LED turned off
2023-11-23 01:10:09,LED,Green LED turned off
2023-11-23 01:10:10,LED,Blue LED turned on
2023-11-23 01:10:10,LED,Green LED turned on
2023-11-23 01:10:11,LED,Blue LED turned off
2023-11-23 01:10:11,LED,Green LED turned off
2023-11-24 03:47:34,LED,Starting LED test
2023-11-24 03:48:31,LED,Starting LED test
